test,channel,sample_rate_hz,n_samples,n_segments,frequency_hz,half_power_bandwidth_hz,zeta_half_power,zeta_bootstrap_mean,zeta_bootstrap_sd,zeta_bootstrap_q025,zeta_bootstrap_q975,bootstrap_valid_reps
test3,5,200.00000000000426,13920,12,15.332031250000327,0.39216129797208765,0.012788954430681822,0.015140179433172958,0.004888552779026932,0.008519623884133642,0.02471725211182496,200
test3,5,200.00000000000426,13920,12,17.968750000000384,0.20269933631576365,0.005640329358351563,0.006112436860155917,0.001495568716036919,0.0054224788721067094,0.010646306205497091,200
test4,1,200.00000000000426,3360,2,0.7812500000000167,0.24290680510343055,0.15546035526619223,0.1483006473171893,0.009685442146486284,0.13528299650082037,0.15546035526619223,155
test4,1,200.00000000000426,3360,2,2.734375000000058,0.14137512135004204,0.025851450761149995,0.02546187141646245,0.0016213112753257783,0.02232835907525556,0.027017817561392602,200
test4,1,200.00000000000426,3360,2,4.589843750000098,0.2565572322991301,0.027948362327053576,0.0274394440788888,0.0013070069191289434,0.02538281850335201,0.028704540416873422,200
test4,1,200.00000000000426,3360,2,6.835937500000146,0.173526622121976,0.012692232932349974,0.019569316837196263,0.014287192601795978,0.01089867390640571,0.046764203450174895,200
test4,1,200.00000000000426,3360,2,8.39843750000018,0.1668848657712605,0.00993547107847483,0.010344978326154865,0.000460097845860528,0.00993547107847483,0.011052406750690602,200
test4,1,200.00000000000426,3360,2,8.789062500000187,0.16453415560448725,0.009360165296610632,0.00930224069000064,0.0005360941364639539,0.008478396849580573,0.010028425386511611,200
test4,1,200.00000000000426,3360,2,13.964843750000298,0.35289992861841313,0.012635298143540117,0.02630231267156975,0.023423299599381813,0.012171173555593504,0.06571841606097915,200
test4,1,200.00000000000426,3360,2,17.87109375000038,0.24096196347899834,0.006741668049248335,0.007285543725164652,0.0017688647086587493,0.0056822464286662485,0.010453741922921186,200
test4,2,200.00000000000426,3360,2,2.734375000000058,0.15076300856672065,0.027568092995056904,0.02679075179546917,0.0026597633198932997,0.022038836977073907,0.02920578213350758,200
test4,2,200.00000000000426,3360,2,4.589843750000098,0.21918784259220736,0.023877484129193143,0.02375909383235002,0.0002471459955438068,0.023352179134023383,0.023957543847950326,200
test4,2,200.00000000000426,3360,2,8.691406250000185,0.19237348495329698,0.011066879134391682,0.010718023431321116,0.001077488318310011,0.008575911986092498,0.011555746601705158,200
test4,2,200.00000000000426,3360,2,10.74218750000023,0.15170764981158769,0.0070613015185028395,0.007115374558900129,0.0007912390849805807,0.0061750676359108355,0.008404494974160846,200
test4,2,200.00000000000426,3360,2,13.964843750000298,0.29260711428845276,0.010476562413684238,0.03125748577860672,0.03451053665186045,0.009964770247067815,0.0878599610861957,200
test4,2,200.00000000000426,3360,2,15.429687500000329,0.1973209559505129,0.006394198066244333,0.006434249251187327,0.0003728454803496666,0.005986274042177533,0.006999178112054911,200
test4,2,200.00000000000426,3360,2,17.87109375000038,0.21278895115231933,0.005953439507649463,0.006662156565310337,0.0017098125252315605,0.005426259232176173,0.009943326294086747,200
test4,3,200.00000000000426,3360,2,0.7812500000000167,0.3356349829978118,0.21480638911859498,0.22810546105734616,0.09200602996773544,0.11614455205469662,0.370610987420054,200
test4,3,200.00000000000426,3360,2,2.734375000000058,0.1486596856228548,0.02718348537103573,0.026150085642205133,0.0028318500298555645,0.02166732126853636,0.02900734368641268,200
test4,3,200.00000000000426,3360,2,4.6875000000000995,0.190731862510785,0.02034473200114997,0.02063418554883196,0.0008459547792613158,0.019777433664046534,0.022003494047141702,200
test4,3,200.00000000000426,3360,2,6.835937500000146,0.16885481590731288,0.012350523677791764,0.022576738548268017,0.018299126353373225,0.011040917135691181,0.05376293363352471,200
test4,3,200.00000000000426,3360,2,10.74218750000023,0.15308276219137973,0.007125306749271341,0.007271505525568555,0.0010444812476882279,0.006028882663328448,0.008894239867278528,200
test4,3,200.00000000000426,3360,2,13.964843750000298,0.23490045311364582,0.008410421817775111,0.02129544699953382,0.023735560237831837,0.008222985353984249,0.06461563219217362,200
test4,3,200.00000000000426,3360,2,17.87109375000038,0.2004833938412247,0.005609152876869118,0.0056657149022025675,0.00012956603973681994,0.005572838640886771,0.005911079851796515,200
test4,3,200.00000000000426,3360,2,18.26171875000039,0.162368772279887,0.004445604888090929,0.004386268697487098,0.0001734563327801298,0.004132216515792645,0.004603337074904288,200
test4,4,200.00000000000426,3360,2,0.9765625000000209,0.22580164835095384,0.1156104439556859,0.10309277765496688,0.02012658649879337,0.06924937184656835,0.1156104439556859,200
test4,4,200.00000000000426,3360,2,1.5625000000000333,0.18905412764073648,0.06049732084503438,0.05772490659829471,0.007264578967451955,0.04589607048448572,0.06515146105868427,200
test4,4,200.00000000000426,3360,2,2.734375000000058,0.14578382679020363,0.02665761404163667,0.025731557463649947,0.0027296362329070865,0.021202873133106585,0.028560347298792286,200
test4,4,200.00000000000426,3360,2,4.394531250000093,0.4828346977241287,0.05493585894105525,0.0463367864024953,0.014919529377379644,0.014857109291040805,0.05493585894105525,200
test4,4,200.00000000000426,3360,2,4.6875000000000995,0.1739773342217008,0.018557582316981024,0.02327758661023048,0.008479145705550467,0.017479844625477112,0.037344983597020265,200
